Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
862,1.208498423,0.570566972,0.0430931,1.244182243,0.178013652,-0.861349108,0.561900324,-0.298842358,-0.542087608,0.023788435,0.333986731,0.996386509,1.06777303,0.380016722,0.744107545,-0.617218798,0.004715798,-1.075425233,-0.796480768,-0.127231662,0.064083377,0.328368254,-0.086533598,0.438507617,0.768232085,-0.27431736,0.015214328,0.01321965,1,0.0
3769,-0.810139434,-0.259090883,0.665533047,-1.690965799,2.514849004,3.242299547,-0.852315058,0.631279738,-0.090700926,0.602633017,1.080744051,-3.629720899,1.847981868,1.102287523,0.743810211,0.932255367,0.755137439,-0.625513079,1.970804777,0.531995514,-0.338011536,-0.748692412,-0.224363949,0.937485462,0.179667809,-0.343227701,0.039027466,-0.078242194,5,0.0
12095,-4.727712656,3.044469102,-5.598354267,5.928190802,-2.190769729,-1.529322966,-4.48742196,0.916391814,-1.307010423,-4.138891214,5.149408783,-11.12401861,0.543067766,-7.840942205,0.743633945,-6.77706924,-9.931765154,-4.093021122,1.504924859,-0.207759445,0.650988236,0.254983289,0.628843469,-0.238128454,-0.671332332,-0.033590063,-1.331777322,0.70569759,30.39,1.0
971,1.009575551,0.072906289,1.714824794,2.422086205,-0.888163351,0.694156693,-0.957776291,0.491998628,-0.20672705,0.781327848,1.290357086,0.196416156,-0.868666466,0.212829685,0.743374812,1.197505174,-0.777036961,0.565001723,-1.563094789,-0.197242844,0.318212215,0.851501916,0.022475453,0.210402558,0.084578543,0.112326113,0.05135931,0.029774359,12.14,0.0
1585,1.009575551,0.072906289,1.714824794,2.422086205,-0.888163351,0.694156693,-0.957776291,0.491998628,-0.20672705,0.781327848,1.290357086,0.196416156,-0.868666466,0.212829685,0.743374812,1.197505174,-0.777036961,0.565001723,-1.563094789,-0.197242844,0.318212215,0.851501916,0.022475453,0.210402558,0.084578543,0.112326113,0.05135931,0.029774359,12.14,0.0
1993,1.009575551,0.072906289,1.714824794,2.422086205,-0.888163351,0.694156693,-0.957776291,0.491998628,-0.20672705,0.781327848,1.290357086,0.196416156,-0.868666466,0.212829685,0.743374812,1.197505174,-0.777036961,0.565001723,-1.563094789,-0.197242844,0.318212215,0.851501916,0.022475453,0.210402558,0.084578543,0.112326113,0.05135931,0.029774359,12.14,0.0
2407,1.009575551,0.072906289,1.714824794,2.422086205,-0.888163351,0.694156693,-0.957776291,0.491998628,-0.20672705,0.781327848,1.290357086,0.196416156,-0.868666466,0.212829685,0.743374812,1.197505174,-0.777036961,0.565001723,-1.563094789,-0.197242844,0.318212215,0.851501916,0.022475453,0.210402558,0.084578543,0.112326113,0.05135931,0.029774359,12.14,0.0
2846,1.009575551,0.072906289,1.714824794,2.422086205,-0.888163351,0.694156693,-0.957776291,0.491998628,-0.20672705,0.781327848,1.290357086,0.196416156,-0.868666466,0.212829685,0.743374812,1.197505174,-0.777036961,0.565001723,-1.563094789,-0.197242844,0.318212215,0.851501916,0.022475453,0.210402558,0.084578543,0.112326113,0.05135931,0.029774359,12.14,0.0
3382,1.009575551,0.072906289,1.714824794,2.422086205,-0.888163351,0.694156693,-0.957776291,0.491998628,-0.20672705,0.781327848,1.290357086,0.196416156,-0.868666466,0.212829685,0.743374812,1.197505174,-0.777036961,0.565001723,-1.563094789,-0.197242844,0.318212215,0.851501916,0.022475453,0.210402558,0.084578543,0.112326113,0.05135931,0.029774359,12.14,0.0
4496,1.179813516,-0.735532101,0.537315386,-1.177455738,-1.008481875,-0.389146861,-0.71914177,-0.066995389,3.383127379,-1.544003569,-0.324931547,-2.431840913,1.138767284,1.311451264,0.743086646,-0.163648983,0.39350009,0.844460364,0.767227334,0.017334043,-0.052222383,0.156989011,-0.258387133,-0.457206912,0.521100871,0.121849899,-0.001896655,0.020689606,83,0.0
3027,-3.443668038,1.379415775,0.927735211,3.280453443,-1.416682718,0.505629766,-1.813317474,2.095308823,-0.828223713,0.402878758,-1.226196771,0.484055429,0.284633491,0.737536478,0.743045525,0.0996105,1.1828111,-0.18017165,0.549057677,-0.061390912,0.028306418,-0.025640735,-0.501504233,0.136796043,0.040786976,0.280509272,0.166374785,-0.256936685,27.39,0.0
2015,-0.654830903,0.844405034,0.671601358,0.187730292,-0.460593477,-1.032789761,0.403723883,0.252970737,-0.367405342,-0.496168241,-0.722612272,-0.277967528,-0.674143307,0.619938385,0.742455809,0.308897345,-0.193451389,-0.217064666,-0.014854413,-0.286893598,-0.069822585,-0.371708074,0.330444377,0.353274906,-0.44855941,0.065644742,-0.204362729,-0.061206896,44.1,0.0
218,-0.3917246,1.106354995,0.787765451,0.510525488,0.832968319,0.151659326,0.588154973,0.312914373,-0.772828747,-0.868831246,1.881226155,0.062618666,-1.070830467,-0.701764788,0.742399218,0.045569359,1.016696072,0.305578304,-0.865471674,-0.155767007,0.122192274,0.365017683,-0.213949885,-0.421854377,0.045355497,-0.323299425,0.080658833,0.037889138,1,0.0
4287,-2.504246684,0.322388283,0.063119858,-0.560415728,-0.774922028,-0.364933919,-1.027638635,1.162736604,1.973301503,-2.093844094,-0.267696726,-1.707692398,1.834413038,2.305803195,0.74224785,-0.822430897,1.526301341,0.381781427,1.09996254,-0.357337914,0.123918063,0.216733074,-0.458037239,-0.448235413,-0.123919251,-0.620879804,-0.519041031,-0.257017258,5,0.0
631,-5.273952233,4.62114919,-2.884486409,0.025741024,-3.28832846,-1.592675445,-2.571363031,3.87766158,-0.288603623,-0.052580189,-1.458546299,1.116027102,0.06898352,1.977296432,0.741702255,1.359434351,1.486867266,0.147129121,-0.376695595,0.10017644,-0.138578112,-1.032512249,0.488916534,0.286110637,0.428525132,0.128457804,-0.026520643,-0.010166316,16.98,0.0
79,-2.374380306,0.59714527,0.0366561,-1.406989094,0.29969203,-0.341102672,0.624572482,0.369831926,0.344458123,-0.045989182,-1.167889557,-0.128854302,0.204986723,0.071852159,0.740982548,0.538994244,-0.596465353,-0.736379986,-0.524396486,-0.170733778,-0.423322797,-0.527399608,0.162979827,-0.894113278,-0.087017676,0.718174149,-0.011363081,-0.431913511,80,0.0
6155,-1.171912911,2.005908438,0.422288067,2.590529335,0.522709329,1.149664538,0.839652634,0.219243474,-0.37210281,0.401029984,-0.873645419,-3.892560052,0.912109118,2.27276693,0.740946016,-0.165309644,0.872334335,0.29346112,0.948636622,-0.221033866,-0.109686056,-0.278910227,-0.387794295,-1.383376769,0.471892306,0.389839353,-0.576183982,-0.033022327,96.96,0.0
536,1.114270088,-1.084925813,0.873098705,-0.716837344,-1.405362354,0.085765418,-1.12573989,0.231227283,-0.58421971,0.708034235,1.501595006,-0.165154352,-0.352209772,-0.088660243,0.740809342,1.422634034,0.118340913,-0.71718102,0.130222151,0.216548459,0.508500266,1.188514823,-0.157749356,0.06263579,0.272105401,-0.044968209,0.029386428,0.026768964,102,0.0
2896,-2.492361542,1.466422043,1.245058113,3.149241044,-2.069769073,1.260684128,-0.489722622,1.545643377,-0.954816219,0.156261164,-1.092082328,0.208531267,0.208845748,0.451385201,0.739803752,0.029375055,0.9911798,-0.16823867,0.562936336,-0.031416182,0.017918791,0.086688287,-0.156985713,0.115426773,0.059957987,0.285248559,0.163547826,-0.144717836,204.52,0.0
5504,-0.73837656,0.860381066,1.260867458,-0.051250836,0.854270997,1.362227016,0.040346,0.652440061,0.937356029,-0.741575524,3.115343727,-2.409459448,-0.060778658,1.616114181,0.739480812,-0.648065371,1.779776797,-1.114914279,-1.534234103,-0.18894508,-0.249760745,-0.398134467,0.197990729,-1.178376442,-0.581077428,0.139912785,0.148225624,0.053889163,1.29,0.0
5613,-0.651570872,1.777817408,0.580497316,1.481665258,0.069720017,-1.244331077,0.418957397,-0.003358985,0.058996173,-1.103628594,1.358288503,-2.189446824,2.649863268,0.547580694,0.739462329,-0.347510636,2.393454057,0.596728147,1.136986806,0.086503305,-0.081693516,-0.030180006,-0.07549847,0.606868035,-0.282927351,0.483958359,-0.155187218,0.093985139,0.76,0.0
10966,1.245857479,-0.103766602,0.838979925,0.33803151,-0.957131815,-0.865086506,-0.53502517,-0.119602072,1.955812036,-0.477690764,0.390325501,-3.138285899,0.344622634,1.762485874,0.739319633,0.556707512,0.374981098,0.334732155,-0.391547469,-0.173215057,-0.083517936,-0.050793254,0.001727076,0.37001035,0.158846962,1.035853712,-0.098940766,0.00276953,15.95,0.0
5243,1.241846704,-1.094550937,0.396986795,-2.398513703,-1.342411756,-0.729724908,-0.734515881,-0.220532885,2.334790706,-1.260882968,0.770216037,-1.396199413,2.486719996,1.24709066,0.738776866,-2.947349299,1.344094233,1.188387191,-0.161503958,-0.404086079,-0.430057154,-0.314265026,-0.074234702,0.043135752,0.521132062,-0.752213346,0.089494153,0.033739432,75.96,0.0
12445,1.217071312,0.335686902,0.396476452,0.857935485,-0.215191471,-0.584434897,-0.165341716,-0.07824346,1.49317479,-0.662161974,0.900580332,-2.816720181,0.661440028,1.410971592,0.738255327,0.212295767,1.073020976,-0.329572757,-0.751679141,-0.233481778,-0.42465032,-0.998308984,0.185631235,-0.059578095,0.08042057,0.089585073,-0.04089551,0.018297491,0.89,0.0
6019,-2.414414934,0.019076598,2.47060899,3.467957261,-1.032962971,1.483254485,0.296172082,-1.801313234,1.008499711,0.590699054,0.606053793,-3.38325559,0.615736243,1.06797577,0.737978052,-0.193937617,1.189230094,0.283938538,0.221508585,-1.067716848,1.234427597,0.134436513,0.721738646,0.347497918,0.156280863,0.381949864,0.025109688,0.062727892,250.8,0.0
124,1.105253453,0.541842002,0.839421415,2.570932706,-0.279517367,-0.423062111,0.08801919,0.011621791,-0.715756445,0.651378619,0.073787016,-0.142023839,-0.739457467,0.502638949,0.736688426,0.256745261,-0.093732099,-1.011415594,-1.465499836,-0.239882551,-0.137434187,-0.460990832,0.189397329,0.556329107,0.18578585,-0.189029501,0.00020799,0.026167047,6.24,0.0
2919,-0.3572939,0.810159137,1.130502954,-2.046829919,0.291410131,-1.473388061,1.265371489,-0.519786055,0.629535236,-1.189298833,-0.110345312,0.941221301,1.130356423,-0.188296816,0.735688238,-0.64454339,-0.646950438,-0.123298504,-0.110829192,0.116380475,0.076001888,0.665245623,-0.312068374,0.428111413,0.118601272,-0.84401658,0.24767653,-0.010777834,1,0.0
11002,1.30503704,-0.08331397,0.501800049,0.136335489,-0.497856643,-0.373568697,-0.512803154,-0.099689855,1.923631486,-0.493802947,-0.25516888,-3.099746058,1.080852902,1.595001492,0.735573426,0.772315107,0.037989815,0.53450211,-0.081116048,-0.108372881,-0.13158165,-0.156092565,-0.108479067,-0.449335529,0.290146157,1.085608109,-0.096176387,-0.00442307,15.95,0.0
588,0.485684922,-1.367457899,0.867545893,0.321954206,-0.760654479,1.573421499,-0.588741777,0.531745549,1.049393296,-0.784748642,0.555210004,1.36582795,0.449403332,-0.466201952,0.735057757,-1.472423234,1.443094829,-2.703669409,-1.297306842,0.355380318,0.075587426,0.047856619,0.005934909,-0.520361243,-0.301105832,1.02014124,-0.008744213,0.050723617,275.89,0.0
2569,-0.542548935,1.043891395,2.380125066,-0.021177452,0.16217235,-1.020927071,1.305541106,-0.714243877,-0.549012369,-0.105761669,0.399536433,0.468664874,1.130218977,-0.495401062,0.73469078,-0.341162803,-0.413723534,-0.450393017,-0.196342191,0.187818297,0.059914874,0.514963322,-0.411174107,0.995733586,0.334981491,0.354462031,-0.450163098,-0.381508556,3.62,0.0
5354,1.188792286,0.322739585,0.526111543,0.938367682,-0.392623069,-0.774120011,-0.167009681,-0.089583242,1.49777809,-0.658612327,1.16118359,-2.804817621,0.425000801,1.466916566,0.734521294,0.126125598,1.201757617,-0.413187456,-0.874054796,-0.250060797,-0.403673166,-0.95449958,0.225663279,0.261762311,0.029885592,0.069707083,-0.042154856,0.021683507,3.59,0.0
2858,-0.956777915,1.30872242,1.715828101,-0.037497653,-0.094386291,-1.061089927,0.77590378,-0.25969786,-0.425046605,-0.040535886,0.079201291,0.588030776,1.010216445,-0.133814049,0.733859719,-0.007565113,-0.344036292,-0.597391833,-0.065577932,0.107599185,-0.133153495,-0.419704556,-0.018048631,0.723685287,-0.286524165,0.006447734,-0.096232972,0.199134253,4.56,0.0
11005,-0.432939058,0.603287726,1.837605151,0.115153269,-0.328777983,-0.731422021,0.015636427,-0.153407388,1.239877359,-0.607609626,0.448007946,-2.882754675,1.436212243,1.471022232,0.733779688,0.123963721,0.545237181,0.453299231,0.418805781,-0.036646369,0.058242896,0.415674001,-0.092048272,0.409269254,-0.763256008,1.01590306,-0.035925727,0.136032166,15.95,0.0
9043,-5.839614295,0.71728473,-1.193201732,0.868447247,-0.596547584,-1.691492233,-1.297022682,1.678670545,1.862393906,0.428024396,0.738531953,-2.110557919,1.276852546,1.901774594,0.733595746,0.732245975,1.69508246,-0.361139579,-0.533688383,-2.037857217,-1.212556871,-0.551902515,2.095694325,0.303057789,0.636786883,0.223167868,1.073485813,-0.726030227,9.99,0.0
2931,-0.617675712,0.604641425,0.729120699,-2.594090661,1.078807963,0.361847449,0.774774922,0.194936979,0.329653501,-1.567578044,-0.128023129,0.069373137,-0.705437325,0.565415723,0.733511951,-0.057414227,-0.960367142,0.769014761,0.604254407,-0.136755252,0.047543976,0.156428231,-0.664301178,-1.718807062,0.912409383,-0.567284495,0.062604916,0.025874142,1,0.0
41313,-13.89720587,6.344280456,-14.28166644,5.581008997,-12.88713316,-3.146176367,-15.45046722,9.060281474,-5.486120777,-14.67647025,5.148351721,-10.74959199,1.585488968,-9.798012077,0.733276999,-12.6752689,-20.74066372,-8.153668026,5.22834179,-1.025227924,3.058081838,0.94118029,-0.232710298,0.763508019,0.075456239,-0.453839572,-1.508968257,-0.686835739,9.99,1.0
10855,1.18601844,0.289281713,0.379855871,0.870344149,-0.224921349,-0.577001852,-0.139303018,-0.086336405,1.480846435,-0.67168433,0.912560398,-2.779415124,0.733207149,1.400905269,0.732721548,0.211187465,1.069561234,-0.33472687,-0.757286486,-0.19628052,-0.414102688,-1.001163889,0.170613739,-0.056865632,0.076840202,0.087637094,-0.043487162,0.021248755,16.99,0.0
810,-0.301263887,-0.172522685,1.950701079,-1.603293543,-0.978847166,-0.796555815,-0.313462414,-0.17717177,-2.759665424,1.051018299,-0.452271821,-0.955688241,1.067092688,-0.477596854,0.732674031,-0.816482914,0.782776106,0.146904135,0.647283429,-0.089143089,-0.144515102,-0.039137251,-0.224903284,0.384370164,0.241105501,-0.074113656,0.089496969,0.077393184,6,0.0
77202,-0.356326154,1.43530513,-0.813563965,1.993117177,2.05587754,-0.543578666,0.487691067,0.085448805,-0.536351998,-2.231209328,0.27398357,-0.535839387,0.595677222,-5.141823493,0.732366764,0.623912781,4.090983247,1.634084028,0.26084733,0.303261648,-0.312862942,-0.687873797,-0.267002509,-1.158480063,0.271459964,-0.155397186,0.114328416,0.101525594,1,1.0
1061,-0.640140415,1.047624382,0.744211318,0.710021568,0.044295971,0.135910593,0.194831106,0.655156706,-0.823101579,-0.280891427,0.665301341,-0.19809772,-1.636541454,1.2024436,0.732356424,-0.123292954,-0.015963421,0.514037304,0.489309644,-0.195547737,0.248750399,0.525982175,-0.083796429,-0.338865069,-0.344372825,-0.295197622,0.045589307,0.078221183,21.87,0.0
2006,-1.329666159,-0.042088766,2.181604676,-0.338551529,1.374634423,-1.008525225,0.42309987,-0.13991029,-0.499059709,-0.607068011,-0.042702317,0.365499155,0.658628814,-0.144271565,0.73058588,0.017956437,-0.462085494,-0.95496522,-0.931602851,0.247762246,-0.145438281,-0.577879004,-0.015721523,0.069135636,0.179913455,0.01436129,-0.190086139,-0.145441062,5.36,0.0
2174,0.836455739,-0.386002274,1.221145652,1.526648371,-0.978294129,0.085751323,-0.387587432,0.098535194,0.541954457,-0.213657738,-0.047237638,0.995906619,0.916740589,-0.356988384,0.730554703,-0.127377319,-0.069637967,-0.43445506,-1.016799884,0.158066772,0.26582758,0.70694056,-0.149947901,0.447336061,0.368694213,-0.250235733,0.064653772,0.061500552,142.5,0.0
11047,1.24524926,-0.098467327,0.846204039,0.341020635,-0.959115248,-0.875065865,-0.52917311,-0.125701577,1.945231117,-0.479570702,0.408256048,-3.098925122,0.411502227,1.749540339,0.730503219,0.551050932,0.373933738,0.323499314,-0.394730899,-0.169615169,-0.082187001,-0.042909642,0.001059721,0.364719014,0.159927988,1.035848116,-0.098392231,0.002852973,15.95,0.0
4749,1.161308621,0.772632223,-0.098607621,1.752073452,0.097577704,-0.887801242,0.01171162,-0.12185573,1.304839662,-1.129298968,1.478033125,-3.006833746,0.580621775,0.00010746,0.729621572,0.412725502,2.241686474,0.629234764,-1.448096259,-0.233783702,-0.152265039,-0.126059635,-0.04503904,0.160426902,0.505976832,-0.305807402,0.026967854,0.056706347,1,0.0
2873,-1.768542819,1.243944382,1.967381875,3.102106827,-1.118800135,0.975984288,-0.712812314,1.219025903,-0.949127668,0.170602413,-0.990950663,0.074502969,0.112061521,0.217440202,0.729211809,-0.145839367,0.855746123,-0.192951302,0.611566087,0.015006036,0.045872817,0.133352796,-0.148526781,0.103719843,-0.004434915,0.279666564,0.106559408,-0.093331576,86.07,0.0
3786,1.278729515,-0.332092816,0.006240189,-0.879708448,-0.058081492,0.282946188,-0.46324254,0.02181355,3.036168582,-1.459940381,-0.58997325,-2.403425798,1.30227005,1.50068599,0.729121314,-0.580869247,0.49299512,0.366323795,0.610718494,-0.139287913,-0.209357516,-0.14099468,-0.249546901,-1.365203565,0.742287094,-0.549454602,0.052321364,0.005954865,28,0.0
3436,-1.698252393,-0.334381078,2.947017424,0.229637175,0.406429498,1.990537701,-0.590166722,0.868196024,0.664532054,-1.095025441,-0.167013887,0.625833991,0.068620221,-0.745016368,0.728692615,-0.906588776,0.671096696,-1.513252161,-2.41745615,-0.157311431,0.383192758,1.309485077,-0.146319347,-0.938411376,0.205505285,-0.157135639,0.016101956,0.186879361,68.02,0.0
1191,-1.478847926,2.650762406,-1.128494405,0.143885862,0.787186931,-0.434306751,0.998478388,-0.166596111,0.873590257,2.625840609,-1.369188625,0.318006682,1.612597848,-0.428154716,0.72864635,-0.387844442,-0.804103347,0.036713147,0.655332004,1.231638811,-0.172134593,0.291093674,-0.077621895,-0.996452857,-0.066019519,-0.297876191,1.280911099,0.705942361,0.89,0.0
924,-0.396843802,1.07831914,1.243878877,-0.228130933,0.520100443,-0.403992076,0.781825237,-0.104676839,-0.588281909,-0.359431272,-0.865352254,0.563646814,1.848895754,-0.237394233,0.728558254,0.364512831,-0.792780619,-0.280043295,0.317845983,0.255314143,-0.256783348,-0.615933737,-0.124111232,-0.429877782,-0.021408047,0.117505549,0.271535042,0.117469147,7.74,0.0
3307,0.223903746,-2.026032112,0.565840085,0.523064172,-1.622007454,0.158617229,-0.190473336,0.115689541,1.19406487,-0.629945378,-0.602155085,-0.013472209,-0.945344106,-0.094370496,0.728459416,-0.015199726,0.280214937,-0.606094188,-0.275983187,0.835828952,0.194726294,-0.380444913,-0.32979429,0.15834722,-0.177578449,0.97078156,-0.117544621,0.096278555,500,0.0
2616,0.345574361,-1.675345816,0.771784709,0.696357364,-1.786234287,-0.548530987,-0.087451989,-0.116214541,0.836677684,-0.467689327,-0.275464829,0.428358064,0.141228707,-0.226067029,0.728052916,0.328052019,-0.120671121,-0.130788682,-0.322668768,0.828666264,0.360932512,0.189867976,-0.377705642,0.82590374,0.006037,1.041455898,-0.118790291,0.095545305,450,0.0
69,-1.766644699,2.352984306,-0.00995516,-0.363735716,1.460952506,-0.204832891,0.905818665,-3.384123255,0.388546432,0.791069474,-0.270259509,0.047399242,1.642766731,-2.678080725,0.728038853,0.289107812,0.384462973,0.454547699,0.113990423,0.072645181,1.964253339,-0.883217569,-0.247698186,-0.758605574,0.086450074,0.202790049,-0.898857651,-0.944336584,0.76,0.0
3752,-0.319404693,-0.046782212,1.604234826,-0.567693042,-0.186770536,-0.20164959,-0.299476665,0.005124167,-0.091672672,0.031922188,0.476302413,-3.720191995,1.350128816,1.389913334,0.72731696,0.55309865,1.49830562,-1.249910373,1.305125116,0.293624714,-0.09194351,-0.247953292,0.165553406,-0.372651135,-0.627857545,-0.395892176,0.122178037,0.142616523,38.7,0.0
4433,-3.214547779,2.414529823,1.77527763,2.496801782,-0.667438322,3.13988575,-3.023011849,-7.647034664,1.338927652,1.359456106,0.652810335,-3.428834045,-0.39280865,1.822417864,0.727236017,1.240962331,0.418964625,2.313914314,0.870112417,-2.064825818,7.484951299,-2.195088792,0.303257879,-1.02946839,0.097114739,0.475778557,0.590517728,-0.209969894,118.13,0.0
6169,-1.041025151,1.560425452,-0.120040306,-0.788581889,2.816539641,3.990500315,-0.266052119,-2.271790351,1.543339254,0.557159406,1.218326863,-2.960977146,1.473181514,0.603740917,0.727067316,0.130173749,0.336894622,0.637369318,0.715316659,-0.054447024,1.778961446,-1.681398803,0.292355961,0.83975018,-0.594388307,-0.022227925,-0.443190971,-0.429275904,1.79,0.0
7708,-0.796897714,2.124754418,0.617368485,2.607764346,0.455451198,0.8122925,0.005644965,-0.638995706,0.838842136,1.648544986,-0.134921919,-3.094621543,1.632007924,1.572297902,0.726701995,-0.091125285,0.644799515,0.000765907,0.375028921,0.346319476,0.396223046,-0.708285386,0.394750606,-0.896595336,-1.316397854,-0.172778162,0.863159982,0.496796566,4.59,0.0
10,1.249998742,-1.221636809,0.383930151,-1.234898688,-1.485419474,-0.753230165,-0.689404975,-0.227487228,-2.094010573,1.323729274,0.227666231,-0.242681999,1.205416808,-0.317630527,0.72567499,-0.815612186,0.873936448,-0.847788599,-0.683192626,-0.102755942,-0.231809239,-0.48328533,0.084667691,0.392830885,0.161134554,-0.35499004,0.026415549,0.042422089,121.5,0.0
2307,-0.368342092,-0.168234355,1.925998858,-0.955648693,-0.676818827,-0.193089361,-0.461157046,0.1787686,-1.443042554,0.551178097,0.734382917,-0.061469202,0.04988037,0.086113888,0.724994865,-0.960305161,-0.291177572,1.989887689,0.363818046,-0.232087417,-0.316538205,-0.58661196,0.092110988,0.006830315,-0.7835949,0.89673801,0.081033015,0.128243785,17.45,0.0
13291,1.288685373,-0.229337015,-0.712534838,-0.864359865,1.735659817,3.389734392,-0.932821135,0.791009016,1.532060716,-0.485539323,0.948887173,-2.439798237,1.780561776,1.656259063,0.724914991,0.834500664,-0.186715872,0.290781049,0.124192123,0.056151554,-0.387515739,-1.069515846,0.116512907,0.976216322,0.140957883,0.763450944,-0.089698346,0.0045793,21.73,0.0
6982,0.965085036,-0.539907383,0.426387593,0.705498809,-0.587330943,-0.047555998,-0.357081761,-0.087301433,1.920717478,-0.511201685,-0.443104042,-3.053974437,1.29121473,1.544267373,0.724752717,0.83449934,-0.100061176,0.857971333,-0.320175934,0.21502693,0.070183715,0.089654781,-0.338481159,-0.583627938,0.399460679,0.621477774,-0.07810274,0.032512306,180.16,0.0
3198,-0.750998748,-1.105777206,1.737505155,-1.493266806,-0.218925323,0.34109597,-0.239610263,-0.008561963,-2.995626369,1.406431014,1.777567533,-0.326635435,0.751651652,-0.261651141,0.724652851,-1.501273322,1.152346793,-0.18042484,0.498956005,0.294764016,0.074247625,0.501448651,0.05487963,-0.275860632,0.186399015,0.07470228,-0.099197346,-0.149000094,110.75,0.0
11220,-1.195555197,1.157308948,3.080516095,2.851252045,-1.036498184,0.828589326,-0.035774302,0.192981981,0.907614515,1.354143172,2.079231074,-3.331737698,0.081576778,1.376957102,0.724533883,0.659762377,0.242711648,1.691577651,0.374818329,0.416186725,-0.013576237,0.673135295,-0.134336695,0.440955217,-0.014001875,0.33948051,0.456235678,0.030703429,91.76,0.0
13153,1.295678806,-0.217780796,-0.708475698,-0.867300419,1.73923003,3.388431674,-0.937624806,0.791948601,1.532487102,-0.483853257,0.948835308,-2.43994734,1.779916378,1.655439509,0.724459597,0.834023206,-0.186823195,0.290039357,0.125348316,0.048779568,-0.389709209,-1.067605253,0.119703573,0.976030571,0.142287058,0.763837026,-0.089014358,0.003948994,18.11,0.0
503,0.860544593,-0.747804385,-0.955150631,-1.124055538,0.186536255,-0.385942163,0.703442955,-0.282689455,0.482599987,-0.935486338,0.655059179,1.618951052,1.38109369,0.509031304,0.724308923,-0.143893963,-0.912888945,0.290345161,1.51673603,0.546757112,-0.236278898,-1.185202653,-0.329843656,-1.027355117,0.613308447,-0.979856894,-0.018398347,0.046620973,268.93,0.0
2968,1.043359339,0.042845445,0.943037539,1.156378786,-0.537214929,0.072590152,-0.368328721,0.182202086,-0.05349651,0.134132931,1.714803501,1.179050198,0.296954142,0.294670247,0.724212129,0.289566313,-0.528882396,0.140944345,-0.782002211,-0.07505297,0.230307313,0.657062961,-0.053203839,0.232671074,0.369122247,-0.305014371,0.053447653,0.026678642,35,0.0
80,-3.007739051,0.929514494,-0.423720855,-1.39295162,0.082246782,-0.515781701,0.104713792,0.825310566,0.38545311,0.064000225,-1.293106712,0.062199943,0.271107013,0.328058801,0.724097629,0.638389444,-0.430082218,-0.723590224,-0.562830693,-0.15171423,-0.40924608,-0.588831627,0.068045089,-0.890869739,-0.047641093,0.717616985,-0.054093659,-0.424259718,39.95,0.0
4613,-1.083015251,-0.047906276,2.031504022,-2.79205349,-1.183306845,-0.154642713,0.680497312,-0.062375952,3.141784029,-2.818336879,0.617659453,-2.042336736,1.090154045,1.218599029,0.723906599,-0.957258863,0.805436025,0.275035856,0.079229787,-0.145679467,-0.051078035,0.277840551,-0.178539738,0.038114996,0.472187249,-0.873348034,0.032531356,0.048377803,178.2,0.0
3808,-0.677696904,1.068828667,1.818995468,0.079289582,0.238669989,-0.098348188,0.617665596,-0.059712379,1.311588461,-0.232122498,1.280284979,-2.756840222,0.793019328,1.525342824,0.723829315,-0.582773332,0.951380033,-1.04249775,-1.058663138,0.130171116,-0.39209119,-0.547532997,0.076581529,-0.008619267,-0.40781107,0.05050657,0.213583771,-0.052175741,11.55,0.0
14328,-2.367242401,0.173890663,1.230870523,3.516788004,0.62703243,-0.700227491,0.37596636,0.245092641,-0.455400832,0.299644535,0.793020801,-3.413522187,0.281556527,2.501243154,0.721472757,-0.645483509,1.574725642,-0.224096496,0.329031413,-0.356408748,-0.087551159,0.142983798,1.057163597,0.49531404,0.542655717,0.335870391,-0.382157025,0.273387471,53.73,0.0
2652,-0.982450961,1.08665481,2.488750905,3.033696302,-0.895529118,1.152167898,-0.227107105,0.809388453,-1.012537837,0.050837314,-0.880015501,-0.121793421,0.027392385,-0.028871818,0.719291274,-0.278460996,0.698714225,-0.187918822,0.630283508,0.172772835,0.092971945,0.195799093,0.048628223,0.080760592,-0.026776306,0.270482544,-0.007219801,0.040896931,83.48,0.0
3141,-0.586025066,1.734578867,0.374686035,0.786270907,0.310079505,-1.165435198,0.648176971,0.202294991,-0.977976592,-1.362480611,0.008389818,0.318378848,1.017103341,-1.35037175,0.719082317,0.576799307,1.015441101,0.660720906,-0.497541189,-0.086130909,0.058964987,0.120066445,-0.239991971,0.274436755,0.311169695,-0.368989168,-0.056571372,0.002750995,1,0.0
5733,1.110793937,-0.996146723,1.169253847,-0.324784616,-1.533752561,-0.089935,-1.109510685,-0.110323825,0.954904105,0.127688785,0.105456159,-2.199359285,3.427715089,0.818467165,0.717634804,-0.591867993,0.125370298,1.995389273,-1.245992757,-0.138689865,-0.245878875,-0.178794747,-0.114048879,-0.108032403,0.038729817,0.889747454,-0.031117172,0.044029985,140.2,0.0
6379,-0.867203382,1.196590527,0.703748576,-0.242700715,-0.671630744,-0.88860075,0.437362917,-0.371467435,2.551950312,1.142687944,0.601556611,-3.077291779,0.848098392,1.129915626,0.717071666,-0.06571809,0.424230987,0.107145183,0.36625482,0.484387747,-0.366661513,-0.140001922,0.328118748,0.349085869,-1.311712807,0.73324816,0.513205435,0.264559353,49.97,0.0
