"INTUBATION","VENTLUNG","ERRCAUTER","HRSAT","PULMEMBOLUS","SHUNT","VENTMACH","VENTTUBE","VENTALV","PVSAT","LVFAILURE","STROKEVOLUME","MINVOL","HR","CO","TPR","CATECHOL","FIO2","ARTCO2","INSUFFANESTH","HRBP","DISCONNECT","HISTORY","KINKEDTUBE","PRESS","HYPOVOLEMIA","LVEDVOLUME","CVP","MINVOLSET","HREKG","PAP","BP","EXPCO2","SAO2","PCWP","ANAPHYLAXIS","ERRLOWOUTPUT"
6.3890857283580393e-01,5.2315515110760080e-01,1.2659438243022825e-01,3.4160165090683425e-01,9.4000877583281151e-01,8.5812908524096598e-01,8.6667709002355386e-01,6.1612509833010143e-01,2.7691213584314522e-01,6.2217700841802825e-01,8.1962248607861121e-01,4.4051807471641741e-01,5.0920340724507063e-01,3.9953382198594850e-01,6.4374629534515038e-01,2.5354938815206984e-01,3.4672598500252605e-01,8.0949599580169829e-01,7.7443396215970006e-01,5.5934022358955815e-01,1.0410237653938242e-01,3.6672093837263908e-01,5.1361793073299211e-01,8.4250541159267134e-01,7.4536272185595220e-01,2.4040144057102308e-02,3.5871876051015184e-01,1.0781644179258633e-01,8.3104406074275383e-01,3.6335905898794651e-01,8.3984299852669864e-01,6.2298692279277001e-01,5.0364558246627888e-01,7.4480804450471205e-01,3.4182172892966822e-01,4.6890758364672624e-01,5.5187385850244519e-01
9.6278933908999753e-01,6.6017524012836026e-01,3.2204780553318546e-02,4.0802264696168195e-01,7.5915621121915411e-02,5.4545190119296905e-01,2.2508615254705369e-01,5.8311401048221440e-02,9.1184753650512174e-01,7.7533483166702488e-01,1.2957864477773118e-01,1.1058400944044883e-01,5.0475060653388637e-01,3.9705154405318782e-01,4.5007756313910047e-01,8.8982442166161899e-02,6.3637375285451148e-01,7.4140620749670538e-01,8.8171289576097223e-01,2.5605329992807802e-01,1.7860372793097001e-01,2.2014167654387684e-02,2.9279005501657079e-01,1.3425158496419587e-01,1.1164715724461036e-01,6.5902017171392657e-02,1.4839782219358011e-01,1.9038677427326411e-01,5.2492182977184720e-02,2.0201986090604179e-01,1.0070491825271990e-02,7.4982057706096908e-02,7.6675411394728132e-01,7.1397467776326018e-01,6.9484678760925112e-01,1.0255435950335179e-01,3.0365422095592920e-01
2.1338798200817721e-01,5.0730193684223801e-01,5.1209319594704650e-01,5.7000898528727040e-01,5.1295191453307187e-01,3.1203184465419254e-01,9.5011685918756716e-01,3.5060935503308266e-01,2.0638478327930276e-01,3.2648088369347233e-01,9.3100759622265472e-01,5.6644383774736218e-01,3.6077802780402718e-01,4.4339705781958139e-01,5.4415513478863586e-01,1.0611143039218598e-01,1.6546241123459962e-01,5.4268003174368418e-01,2.4205363642340702e-01,9.5292559345138783e-01,5.5701470330308478e-01,1.2510218140916618e-01,9.7763294263959566e-01,9.0024981322440345e-01,3.3580173358527449e-01,7.4511549627752238e-01,8.5397630925065471e-01,5.2359531411309923e-01,8.8026148124098058e-01,6.6212025534603469e-01,3.0271514651310166e-01,4.7372641898179607e-02,3.9062204347568696e-01,3.0136591544816849e-01,6.5499916873470654e-01,5.5268613481917583e-02,8.5040918015078470e-01
7.8838815504067572e-03,2.8429489261619534e-01,1.8571519346808429e-01,1.5439184120345073e-01,7.3439746226548142e-02,3.8096730185058506e-02,4.7610292185107295e-01,6.9511928098572506e-01,4.5307005949898604e-01,4.5370900974058825e-01,2.3221665415385617e-01,1.1094508382698150e-01,8.1411703590496334e-02,5.7095524963701061e-01,1.6716395206565099e-01,8.0845369920284071e-01,5.0645064589341537e-01,4.2417292671654350e-01,8.6758613514258331e-01,1.8050898513020774e-02,1.3985399383487140e-01,6.7334372424958810e-01,1.7042502309977331e-01,4.8764519797531070e-01,1.8783926015604202e-01,1.3034174196884885e-01,4.5854467616114269e-01,4.0905222598702856e-01,3.1881693308475256e-01,1.3880579923856642e-01,2.5755554357881516e-01,3.9157558604768117e-01,6.5197972093977397e-01,3.2699444166868888e-02,4.7597417561470456e-01,3.4816185825802815e-01,2.9677456831121329e-01
1.6152615661635839e-01,5.4717339532767673e-01,8.9155109575257829e-01,4.9864048388235921e-01,2.6950521045960407e-01,1.1530229326516535e-01,2.2780902188405397e-01,8.9156563534344357e-01,2.6845808944767630e-01,6.4342491421924575e-01,2.1867664281121413e-01,3.4794701468872102e-01,4.3632925147697954e-01,8.5007559321145176e-02,5.0217215655455061e-01,7.4430191131698031e-01,2.7731024418651984e-01,7.9667596910308669e-01,1.7501875166976577e-01,1.5821050068254960e-02,7.3302214631384988e-01,8.2136984161923765e-01,2.1259169368449640e-01,8.9062669382187365e-01,8.8814259695738207e-01,6.3883305946775049e-01,2.4107201929968558e-01,1.6352234151325828e-01,2.4116699720155754e-01,6.7844925399081624e-01,2.2960135457816855e-01,4.7942801161584309e-01,2.7614573822362015e-01,7.0849604176703329e-01,7.8765172609737744e-01,6.7463027387860142e-01,9.8301509786275942e-01
3.3522185716048614e-01,3.3073839258527038e-01,1.0870944814693750e-01,3.5086343016575650e-01,3.5184715667781807e-01,5.0715770338548816e-01,4.7809656667014463e-02,3.3316552278760175e-01,4.5352841188163917e-01,5.9229432913833646e-01,4.8965166942613259e-01,5.1929237061731370e-01,2.5209547588600728e-01,5.9030196904332888e-01,1.6700909827660171e-01,4.2324115638478965e-01,2.3584037613878017e-01,8.2599307943512779e-02,2.7478081594012665e-01,3.5737809643533125e-01,5.9364484515607840e-01,8.4364954421006932e-01,4.4033261741854435e-01,3.3288882424080724e-01,2.3624814363123300e-01,4.2027073750244814e-01,1.6716484298966389e-01,2.7600751359431807e-02,4.1173033658113312e-02,2.1313079963139456e-01,5.1407231449556479e-01,3.0056870068799191e-01,3.5145621662318521e-01,4.8822319872011133e-01,2.2569757303491675e-01,8.6760602972003609e-01,2.7235623445722101e-01
8.5308999303218092e-01,5.4382706845094042e-01,4.4605909455279691e-01,7.0078894388277424e-01,1.4434435645339372e-01,1.3812403628279657e-01,7.0069367394543403e-01,2.9376689678885543e-01,1.8352221334183838e-01,3.6608799214997496e-02,7.8486378913258958e-01,5.9927617726669757e-01,8.4141543722738155e-01,6.0701463015997348e-01,3.5655323315826165e-01,3.7146339097287095e-01,3.0459904762826073e-01,1.2574415618477230e-01,1.2796572046161134e-01,8.9615255629059343e-01,8.8318393869957212e-01,5.3777200501350375e-03,7.8163670661380924e-01,4.9261511054091578e-01,4.4689248264157772e-01,4.4147975460200839e-01,7.1067776830961127e-01,9.5945087089415804e-01,2.0618498539392971e-01,7.2416201592348828e-01,1.9368487818220834e-01,2.9078424511773981e-01,9.1340860278178948e-02,1.7341311815432153e-01,9.2737678820364655e-01,4.1147626220915123e-01,8.4726366410234477e-01
7.4471188591872584e-01,5.8586187711084392e-01,3.3810306241149135e-01,3.5737701706554048e-01,3.9582747158732667e-02,4.5932116851771704e-01,9.2332245776544725e-02,1.3592799098457606e-01,3.9883403431594183e-01,6.9238279783259538e-01,1.0408763018872946e-01,1.9149175527114498e-01,3.6551163536964493e-01,2.4908586260313351e-01,2.6851291608507377e-01,5.9767229965491342e-01,3.1469012204423291e-01,7.8058114767462783e-01,3.2164466661472790e-01,3.0444701978958344e-01,3.7823780216496755e-01,8.2321736557925318e-01,1.8486678082001939e-01,9.2436684476333797e-02,2.0850738196840110e-01,2.9476078273377193e-01,5.5738534901046766e-01,7.0333329692334812e-01,2.0035053922149726e-01,8.2642430203292219e-02,3.1539106033413186e-02,8.8710096825961515e-01,4.9994386675604791e-01,6.2047514220163713e-01,6.9083310145914956e-01,8.3144264617557750e-01,3.6750769013630902e-01
5.7059746583051951e-01,6.1314311461994397e-01,3.9651679997964884e-01,7.0049301295518884e-01,2.6119573627602022e-01,2.1731258259370334e-01,7.5111223671247962e-01,3.7316647262055158e-01,5.0783679609305177e-01,7.2469493625781989e-01,7.4957626798119414e-01,3.1451981848902699e-01,6.0421082534842763e-01,9.3690761631636521e-01,8.0521301946802715e-01,1.0222907477102208e-01,8.2538106535667355e-01,6.5756389215254840e-01,8.9121570967409780e-01,3.0700567978692250e-01,6.3292104805033067e-01,2.0265763771507816e-01,6.0013641019666342e-01,9.1508491582053031e-01,6.2228070447194705e-01,1.3236148914552470e-01,6.9012109278019407e-01,7.6016881362621125e-01,6.9321604985165597e-01,7.9845118271801496e-01,3.3139686183262845e-01,6.1100491332678697e-01,7.9154048707794300e-01,8.4656670028665659e-01,8.1458482127695864e-01,7.6145808893981259e-02,3.3777477765963515e-01
4.6845092929794085e-01,5.1626507537631827e-01,1.4835424032322186e-01,1.5952186051511477e-01,5.9734600555397299e-01,3.7581131919171301e-01,8.4314028489536930e-01,1.0969140194635833e-01,5.2654111502529477e-01,8.4634480433607240e-01,2.3148033738304807e-01,3.7078409848300098e-01,8.2609335055308708e-01,4.6970408203237068e-01,5.8924139747914506e-01,4.9799920126326241e-01,3.5199069202971173e-01,7.3626837143619750e-01,4.5529552658779665e-01,1.2782655687131328e-02,9.0163588139760178e-02,6.5146138308306556e-01,4.5027346440178245e-01,9.5606652372513801e-01,4.4719201173234874e-01,1.0736814140824569e-01,1.4275006363381806e-01,1.1638412976104617e-01,4.3639749299012154e-01,6.8710064597558157e-02,6.0271123473343946e-01,6.4344402437207371e-01,4.2219049417654203e-01,8.7825505667025539e-01,1.0562730792330629e-02,1.5695734535186201e-01,3.8228615538479671e-02
1.5689082453848879e-01,2.7929755550994678e-01,3.1579284162221333e-02,1.7163434192640353e-01,9.0658881345254616e-01,3.2526238270464181e-01,9.5296401972363376e-01,6.6468710996294955e-01,3.6066289674811336e-01,5.9071038304373213e-01,5.3439704931885501e-01,6.6225796961794858e-01,2.1979376481253524e-01,1.8612464099674411e-01,3.1517995394386500e-01,2.2703399249554762e-01,6.1435953866257575e-01,6.1907616442457392e-01,7.3274260124768364e-01,2.1611798218859768e-01,1.3954490620445389e-01,1.5691236584697088e-01,4.8013218960421233e-01,1.0961474087545398e-01,2.9094066035204208e-01,4.1557491004706915e-01,7.7874683402738576e-01,6.0387096646565497e-01,8.2558601886643546e-01,5.3323258550408786e-02,7.3607403309426789e-01,3.0354818614435713e-01,5.8218912398302858e-01,4.5562557610129734e-01,6.4772931769679110e-01,1.2638139279567562e-01,3.2032634732177034e-01
9.7866088861008405e-01,6.1942322898860780e-01,4.3560006881076330e-01,5.6109083249180625e-01,8.8295593404588302e-01,8.3286854685037048e-01,7.5701311717472697e-01,4.4670528944798682e-01,8.9576285211298390e-01,3.5276168737733321e-01,6.9523838580562725e-01,5.2179508699242683e-01,6.8612159981539578e-01,8.9790158758893002e-01,3.4432370637732151e-01,7.4279131285325417e-01,8.6996116754418296e-01,6.9105810101300924e-01,8.7472991516207022e-01,8.6358447604694288e-01,7.5918195759161744e-01,2.8030600581709963e-01,6.4802337286166334e-01,2.1244314155048727e-01,4.6290157122939957e-01,2.3073607285993369e-01,4.4615000388196069e-01,6.1360934355788921e-01,9.0080163715013684e-01,4.4344265603920069e-01,8.5311417104328802e-01,5.2878599325159403e-01,8.5137339435436987e-01,6.7099187546245420e-01,3.9861395756022433e-01,9.4863956164056007e-01,8.8560045026335854e-01
7.7862965396239381e-01,6.4512536101318363e-01,7.9317041881713024e-01,4.9494408112659410e-01,2.1171477264314764e-01,2.8441176924830736e-01,6.1824660670708886e-01,7.4373508998539406e-01,9.3672261377675758e-01,7.5582956023676096e-01,4.4671458225606453e-01,5.3628862909690811e-01,7.7619094965677160e-01,6.4299523906137956e-01,6.0500808580889098e-01,3.7430827107239306e-01,8.4884818973493847e-01,4.4004934430756859e-01,8.8391989028848683e-01,8.1546719800579970e-01,7.2278618763609881e-01,7.7092885387304744e-01,2.1612077680192318e-01,5.7253572247520834e-01,7.4569366511563162e-01,5.6243878910337464e-01,2.0011334999350128e-01,3.8379347522032159e-01,4.6888640076326960e-01,5.8878704268888804e-01,3.4039544397669957e-01,3.5564275803344392e-01,7.9556704132659994e-01,5.0693170188696479e-01,2.1869844859372925e-01,3.3056700136166328e-01,6.2512960452380373e-01
3.2310752517923169e-01,5.8779208720508347e-01,7.1342610549487961e-01,9.6115292723288492e-01,4.8839034525050451e-02,8.5335262598690315e-02,6.1421890924017297e-01,6.8317636578544516e-01,4.9592877534274321e-01,1.0377010460883557e-01,6.9234897591784805e-01,2.9383919318128521e-01,6.4294373517529757e-01,8.3971933328025483e-01,7.7030660059720102e-01,1.5458766383589029e-01,6.1971791059516301e-01,2.4681315738811982e-01,6.3771213138061522e-01,9.2500901621821785e-01,7.8497634114187353e-01,3.7730471273786881e-01,7.4995769303934057e-01,9.8067778397280581e-01,8.1573235755545448e-01,2.1185663171108060e-01,3.1742248408067369e-01,1.6569372942880281e-01,3.3276911246607321e-01,9.2651146221912939e-01,3.2734634690731193e-02,2.3817935808784554e-01,6.6131329473006906e-01,2.8244727262459423e-02,2.4873008249485462e-01,3.3119003550488890e-01,9.2342873827285032e-01
6.7293416179711962e-01,3.6837254552821064e-01,4.5705274710133104e-01,5.3052999456221406e-01,9.1852122853122520e-01,8.9488012623631841e-01,6.5161636713436266e-01,7.1407363198559437e-01,5.2094061832394611e-01,3.7223415707964291e-01,7.3045434601690329e-01,4.3116961051802549e-01,7.0977359253794792e-01,4.4498633418591593e-01,9.0822422875399073e-02,8.0766533254751738e-01,5.3132458576353125e-01,7.4003370290216419e-01,8.2355713744486514e-01,1.0414002072948958e-01,3.3753195100134731e-01,3.2721827326194930e-01,7.2169996722889040e-01,6.3466526209006124e-01,8.0768401006305512e-01,1.8294867720666219e-01,4.5661430527619423e-01,1.9702055064629503e-01,8.2852079056590289e-01,2.2082370279226549e-01,7.9114991526170120e-01,7.8160153927833220e-01,6.1789978305335613e-01,8.2618627209054352e-01,5.1844289759946927e-01,8.0560189905174306e-01,7.0514174044136113e-01
4.5816024664897936e-01,5.3807207372190857e-01,9.6214893172080229e-01,7.9843207080453549e-01,3.5335709843112695e-01,4.7570115552303871e-01,9.3534962131689314e-01,7.2922349354090776e-01,4.9712137140508883e-01,5.5116756490468310e-01,4.3517232090572477e-01,5.1630612329130110e-01,5.6312078786791453e-01,7.0979404855598049e-01,6.9079892737564585e-01,8.6268434403740701e-01,7.0076801186409898e-01,7.3892538599397728e-01,5.4832646479916036e-01,4.2596293319459022e-01,2.2591438273316622e-01,9.4189751529422105e-02,1.3497368027625661e-01,3.7529304653801376e-01,2.9850157959696244e-01,9.2864050894135408e-01,5.2852533994246043e-01,6.1807155304111205e-01,8.0170330772564369e-01,9.6037156908479449e-01,4.6540020155622180e-01,7.7092395623902110e-01,3.4726638502780649e-01,4.8088123955742312e-01,7.1747587065645391e-01,6.7810804060747354e-01,7.3084668467632952e-02
8.1023135022683057e-01,3.9556702007853872e-01,2.3796270043711920e-01,1.0911129304208367e-01,5.1292182995484192e-01,7.7296649544746487e-01,6.9883929697052332e-03,2.5556822981181962e-02,3.6755574447556005e-01,4.7595783855687512e-01,1.4866033573342441e-01,4.1113249527342410e-01,6.8424162464052418e-01,2.1162858983167226e-01,1.5530709234510795e-01,7.2364561244679201e-02,3.3056050066818332e-01,5.0607353036280411e-01,2.7350749806954860e-01,5.1752131309878391e-01,3.0183316212709388e-01,2.5165488728204566e-01,1.6247889288172346e-01,8.9259134219101277e-01,7.7784702170877629e-01,8.6465501238573483e-01,2.7632760611308838e-01,2.0999925691894103e-01,1.6884585975221134e-02,5.2862023350162116e-02,4.7820241052347234e-01,3.1668882929452613e-01,3.1475138063440616e-01,8.3822174788338133e-01,4.2531243824390175e-01,1.0234733254784389e-01,3.9942157862961247e-01
1.9028795710774871e-02,3.8331102681278884e-01,4.3030314248527546e-01,2.6963968691134821e-01,2.7279866733085378e-01,1.5401371339593867e-01,2.8836011547423074e-01,3.3731606781913775e-01,3.1776127609473133e-02,4.6875789160419856e-01,9.3046537104380134e-01,6.6135574546389209e-01,5.0041153602503788e-02,1.6843301407701844e-01,9.1012933639746343e-02,6.6590333974154314e-01,1.6849550221986120e-01,9.6158051358158225e-01,3.4008898318667276e-02,1.5284716312471613e-01,5.0766627671469766e-01,7.9852716752000386e-01,8.9850496521368872e-01,6.0546609748744884e-01,3.1114419153766998e-01,4.7781258686324657e-02,6.2360057401149716e-01,8.1636973638841259e-01,3.6464804497243719e-01,2.2969894433353610e-01,7.4716624510547569e-01,5.3654516923876017e-01,3.2553471729934952e-01,1.6234185228542913e-01,7.4609607269251610e-01,6.9078742448210773e-01,5.4416090050811539e-01
4.0582998024341088e-01,6.6155305758840499e-01,7.1873975974981108e-01,6.7570705086507610e-01,8.2892781014356665e-01,9.3043084233299644e-01,8.5655488199746044e-01,8.1282149646860369e-01,7.5550464674950168e-01,7.5829781726534473e-01,7.7608670530344082e-01,3.7019885968434602e-01,3.0468894076329722e-01,7.6873532119526489e-01,5.5160780472067727e-01,5.6397054990171780e-01,9.1152603278394650e-01,7.4602319273718298e-01,4.3264819347269379e-01,5.7122398704170063e-01,6.9005441232395159e-01,6.7064130009080802e-01,5.9060408939652109e-01,7.4300073418904544e-02,7.0261755569573481e-01,1.7328238118505546e-01,2.4180752931583832e-01,3.5183869668592949e-01,8.1290292467946434e-01,7.5454780120653608e-01,7.1921724771043760e-01,7.9920199051226049e-01,2.0584641069432977e-01,9.4318873109175960e-01,3.0466742940564223e-01,1.3655844034066833e-02,9.3846175777597196e-01
4.9545196283540727e-01,3.3793213091617907e-01,2.4087616147468149e-01,4.1255951409083369e-01,4.7185918104803637e-01,6.4037968366479725e-01,9.7723373509989808e-01,9.1226526087769044e-01,7.4119062382518619e-01,4.0356256291946047e-01,7.0989391820507008e-01,5.9043386300931855e-01,6.9511364881392967e-01,5.3801440127566613e-01,5.5619821446898166e-01,4.3635965130016130e-01,5.9147511678817244e-01,6.1163172671051202e-01,7.8008790913955828e-01,4.4167582951133100e-01,2.1001028165553592e-01,3.1123953856176323e-01,7.2694645064825514e-01,5.9623218325819338e-01,6.8720532967842551e-01,4.2343284815868665e-01,5.5483790659897392e-01,6.1275732404020977e-01,9.7828495781168745e-01,7.5035492859173913e-01,4.7686903941879094e-01,7.7468186206549883e-01,5.8453503554632957e-01,5.5591654167639970e-01,6.3570592529412551e-01,5.5938021284367712e-01,4.3514234847988420e-01
3.0961633948698464e-01,2.4666409764472896e-01,6.6843094252775836e-01,3.4453533080272636e-01,8.8479425634182829e-01,5.8927208810457321e-01,2.0584786718492298e-01,1.9726639292191495e-01,1.2687014979370442e-01,5.0183521213171056e-01,4.7853459378377949e-01,5.7092768866162391e-01,3.3268554834399489e-01,3.4160719940773507e-02,3.4950587074587580e-01,1.5214003797067444e-01,1.2334279843887103e-01,7.7254496623011515e-01,1.9721361194794865e-01,4.9866103809952622e-01,2.3382450349092428e-02,7.0309747057914929e-01,7.1430985275075187e-01,2.6627553602283149e-01,1.9615390921151862e-01,8.7269720857072874e-01,6.0783641168865765e-01,3.6312384096881578e-01,3.0217114377315957e-01,3.9206016633470075e-01,7.1280625246101303e-01,1.7179425103647677e-01,2.6829406180013454e-01,2.2939453851569386e-01,5.4406198700761177e-01,1.4861666608300594e-01,1.8415981247347357e-01
2.4765954086569342e-01,1.5766297153187489e-01,1.2212098708660823e-01,2.6922609237364548e-01,5.8834225558577580e-01,4.9899099168587041e-01,2.5274947068401710e-01,1.3237049848335403e-01,9.3155527206145228e-02,2.2139433352554511e-01,3.1234233340084661e-01,6.8541641953450139e-01,2.6887814619367900e-01,8.5108037450267315e-01,6.7756656658600822e-01,6.3974498796940671e-01,7.7748840066624525e-01,3.2193555212131075e-01,1.6576096137535956e-01,6.1406154265139268e-01,3.8999524462271556e-01,1.9099118403353765e-02,1.3450470269904793e-01,3.4475671251486362e-01,4.0571519017886304e-01,9.6942702272965997e-01,6.8334312243415141e-01,6.1990793196199845e-01,1.1661755988841582e-01,4.7246481849437905e-01,2.5414156469156018e-01,7.8882160005328772e-01,1.3066072040273286e-01,3.5871653404133541e-01,9.0679073038828517e-01,3.4740802557183614e-01,2.5106501286440119e-01
6.7298011225307230e-01,5.2174348654625702e-01,8.9561585692130419e-01,6.4618743504549525e-01,2.2254745778538920e-01,5.5435435846526826e-01,6.5498650530645741e-02,1.9009007485064880e-01,6.5148625223946000e-01,5.8265048738463288e-01,6.7759676183250739e-01,5.8618701277856566e-01,2.6003996663356732e-01,6.2823717919612498e-01,3.0355351806450814e-01,6.7210217912694770e-01,6.4402847694769805e-01,2.1310703359149441e-01,4.9556287168303437e-01,9.5419109355102094e-01,6.1752856621071439e-01,6.1341275448628085e-01,8.5767456786478768e-01,2.8605113617039368e-01,5.9520538034144466e-01,1.4242153578284800e-01,3.2830250210108552e-01,2.9860194401953732e-01,1.8276275858566948e-01,7.8338310186051485e-01,1.7477128253623092e-01,1.7987677194960833e-01,2.5201464193228024e-01,6.5676186571726491e-01,4.1406306959727984e-01,3.7876185445891553e-01,7.1560591568821419e-01
7.9090146795919436e-01,9.7800635296843907e-01,4.2572132205176971e-01,5.9119997384497447e-01,5.2704591638564446e-02,2.5907263012654941e-01,4.5506067717706777e-01,7.4279172471027799e-01,6.0487701600418209e-01,8.2584964048697351e-01,9.6761361830234827e-01,6.1052456973537794e-01,9.8559066433916820e-01,7.6716086847103615e-01,7.4697526490712718e-01,6.2254567335057931e-01,8.5396482719004108e-01,7.6608167015523643e-01,4.8040443184122311e-01,8.2464256923641899e-01,4.7566538863278235e-01,7.5135209131816794e-01,9.3143223166471700e-01,8.4083843472531505e-01,8.8484718606817858e-01,2.4652921596024813e-01,3.2121782998536785e-01,3.6897810493957717e-01,6.9223216625133688e-01,6.5490162967494170e-01,1.6868106321826526e-01,5.1807488406293789e-01,9.2280177249588569e-01,8.3588497044354881e-01,2.3643584183813671e-01,3.8418671575519214e-01,5.7654782764997470e-01
6.2201679213376848e-01,3.7183034825616756e-01,2.6415836926870173e-01,5.0240063311049488e-01,2.1353350526578607e-02,2.8250090703147723e-01,5.0957822312773204e-01,2.4564842074080373e-01,7.5050574345999266e-01,6.4357316279225474e-01,3.7089827369898343e-01,6.0179679453109647e-01,3.9605213933088484e-01,2.7649830097279465e-01,1.3269092292420059e-01,5.2145976818856232e-01,6.4218216403086426e-01,6.1016403785409890e-01,6.1897587950292743e-01,3.5837688877634344e-01,6.4006196184623643e-01,2.3919175789671265e-01,7.8830912117807250e-01,7.2757291400877966e-01,4.2192661877379367e-01,6.9285020130871655e-01,3.1726560005246607e-01,1.7328211564425378e-01,2.9614335114898349e-01,5.8725048746450945e-02,9.6894041306505793e-03,6.3692565405970347e-01,4.5323900686376273e-01,2.5320501136214635e-01,1.8313302423275068e-02,4.9807291398076092e-01,6.5015505581933430e-01
6.6147537236811238e-01,2.4925722504903683e-01,5.0788183167149326e-01,3.9003157551229434e-01,9.6071400470529777e-01,9.4612698278667340e-01,6.6169090212143422e-01,3.8359526781627240e-01,2.3795373683311274e-01,7.7044105163917487e-01,9.9191116800665591e-01,7.4500769954037582e-01,3.2923729504341925e-01,1.6942471729264019e-01,1.3027545518596281e-01,6.0213560819001566e-01,6.4390129645664640e-01,8.8342032870983234e-01,1.5306608078983178e-01,5.2625494732132450e-01,2.0403251458045360e-01,4.8351676895798135e-01,9.9388513894077246e-01,3.5152687097496749e-01,5.1035985136132800e-01,3.4555220099386341e-01,6.8175916914224532e-01,8.9633455175445464e-01,3.8987410976377235e-01,2.9926518678215547e-01,9.7075566875006003e-01,5.8854838215692928e-01,1.3170124244510190e-01,7.1798614764556246e-01,7.6636087514731277e-01,4.0340944376182408e-01,6.1138600846044611e-03
5.7936001458590547e-01,5.1029968407272708e-01,5.1956004870054806e-01,5.6665801400686722e-01,7.0542135264035366e-01,2.1173062363135436e-01,8.7576397867920264e-01,4.7570312932592851e-01,7.1248002102454600e-01,3.1093120646398936e-01,2.5274526769358596e-01,2.0937395941003065e-01,1.6482540754621949e-01,6.8995594802613791e-01,4.4130293199796722e-01,4.2636023348998259e-01,3.7888349794680765e-01,8.1430294868903808e-01,6.6379155471329021e-01,3.5498428995438536e-02,8.9660323966170452e-01,4.3701252817111014e-02,8.2025648546107854e-01,2.0588574302222051e-01,4.0302139158386130e-01,1.4149241024610171e-01,2.3343667388235331e-01,3.8516118302718999e-01,8.8914270398388062e-01,6.5922673294871648e-01,7.8638329092955339e-01,8.0225416515318759e-01,4.5803153788974932e-01,9.8641617747487018e-02,2.1399190642924965e-01,1.0638029093426571e-01,7.2161094133502823e-01
3.1177599570205050e-01,9.2417386688391945e-01,7.3300440398215971e-01,6.7803831842172135e-01,1.7767883353072467e-01,6.4983910945448464e-01,2.3617765939196073e-01,6.8023163749458371e-01,5.7582885824453123e-01,8.7610669344736192e-01,1.6342066491927820e-03,2.0071747732131262e-01,8.8699227567400341e-01,8.2247231646942154e-01,5.8179259540295136e-01,2.3307012411181283e-01,7.1602001470250620e-01,5.4968889777875729e-01,2.9605636668257068e-01,4.9563576434117573e-02,4.1449577853932701e-01,6.0127006002472583e-01,2.5510199302426095e-02,7.7119289691911352e-01,6.8906656436164770e-01,8.6303465500650800e-01,2.8174008137779338e-01,4.1849953135183576e-01,7.8482314109832974e-02,5.6025110964390745e-01,1.7486180051983219e-01,1.3420556494699659e-01,7.5386332989958460e-01,8.1221729719530222e-01,2.6348390863916010e-01,4.6884229496423213e-01,3.2642410980114023e-01
2.7733453086960580e-01,5.4051900397609665e-01,4.0892680888366284e-01,9.1492012958843705e-01,8.4559126188043621e-02,1.5036488820715033e-01,6.9678152829346651e-01,7.3964528658566953e-01,3.5110119512941096e-01,8.6098209329278433e-02,6.8514490930997463e-01,2.2897641394795709e-01,7.8961260307349934e-01,4.7790886612220518e-01,3.2567470807207766e-01,5.4501764378959161e-01,5.5075293496454580e-01,9.8007412201818633e-02,3.5558631917693917e-01,3.6429511364442546e-01,2.8725709750353928e-01,7.5161715932802786e-01,4.4652597154162849e-01,7.6971873548209357e-01,6.5391119026059119e-01,1.2161229791711148e-01,3.2946300158855524e-01,5.4719775760428600e-02,3.8087578626298657e-01,8.6960621579677844e-01,1.1002936326674234e-01,5.5847493616861776e-01,3.0078537695718222e-01,4.6936494802053849e-02,1.7447176705293771e-01,5.9156669481912849e-01,1.0477227773323183e-01
5.3993031097578914e-03,3.7538913445721256e-01,1.6238706659588686e-01,1.3795360840890070e-01,6.7684146839519599e-01,5.3310389386783796e-01,2.2231765828945013e-01,3.0328291254478312e-01,7.5392943019947908e-02,5.8141827713972957e-02,4.3854756996664679e-01,3.2826516878216033e-01,8.4649380341001085e-02,4.1858661628919869e-01,4.2317941796275516e-01,6.9147524638860802e-01,4.4263281868242949e-01,6.7436481293522865e-02,8.6905293844728518e-02,5.5933826731694536e-01,3.8609488701172928e-01,2.9903197489396960e-01,8.6073866675417512e-02,9.5483598399397751e-01,1.2371805917819109e-01,1.8632800421697748e-01,2.0301213772968904e-01,1.9403398208155587e-01,2.3030039739307262e-01,3.3156551776697581e-02,7.5321326951379819e-01,6.1606410487550667e-01,9.2258704601246841e-02,3.7372682564106907e-01,1.0291773038440455e-01,7.9067984278714376e-01,3.7201451120545270e-01
