age,workclass,education-num,marital-status,occupation,capital-gain,capital-loss,hours-per-week,native-country,income
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,70, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Divorced, Transport-moving,8614,0,45, United-States,1
"(38.0, 42.0]", Local-gov,"(0.999, 9.0]", Divorced, Sales,7430,0,50, Puerto-Rico,1
"(46.0, 51.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,1
"(31.0, 35.0]", Private,"(9.0, 10.0]", Never-married, Tech-support,0,0,20, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Divorced, Sales,0,1564,60, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,30, Italy,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,35, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Divorced, Other-service,0,0,9, United-States,0
"(46.0, 51.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,0,44, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-spouse-absent, Craft-repair,0,0,40, Mexico,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,50, United-States,1
"(51.0, 57.0]", Federal-gov,"(9.0, 10.0]", Divorced, Prof-specialty,0,0,48, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,2001,40, United-States,0
"(35.0, 38.0]", Federal-gov,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(35.0, 38.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,60, United-States,1
"(46.0, 51.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Farming-fishing,0,0,60, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,42, United-States,1
"(57.0, 90.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,24, United-States,0
"(42.0, 46.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Protective-serv,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, United-States,0
"(51.0, 57.0]", Self-emp-inc,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,20, United-States,0
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,60, United-States,1
"(16.999, 23.0]", Self-emp-not-inc,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,0,0,40, Dominican-Republic,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,5178,0,90, United-States,1
"(38.0, 42.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,0
"(31.0, 35.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Protective-serv,0,1887,45, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, El-Salvador,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Sales,0,0,65, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,38, United-States,1
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,1
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,45, United-States,1
"(46.0, 51.0]", Local-gov,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(23.0, 27.0]", Local-gov,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(38.0, 42.0]", State-gov,"(10.0, 13.0]", Divorced, Prof-specialty,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Never-married, Transport-moving,0,0,60, United-States,1
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Craft-repair,0,0,40, Mexico,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,5013,0,40, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Never-married, Sales,0,0,45, United-States,0
"(42.0, 46.0]", Self-emp-inc,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,0
"(46.0, 51.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Farming-fishing,0,0,75, United-States,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,1
"(35.0, 38.0]", Self-emp-inc,"(0.999, 9.0]", Never-married, Farming-fishing,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Sales,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,1485,50, United-States,1
"(35.0, 38.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,99999,0,50, United-States,1
"(42.0, 46.0]", Local-gov,"(13.0, 16.0]", Never-married, Prof-specialty,0,1876,42, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(42.0, 46.0]", Local-gov,"(10.0, 13.0]", Never-married, Exec-managerial,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,1902,40, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,30, United-States,0
"(42.0, 46.0]", Local-gov,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,48, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,7298,0,40, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Exec-managerial,0,0,20, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,2407,0,50, United-States,0
"(27.0, 31.0]", Local-gov,"(9.0, 10.0]", Never-married, Adm-clerical,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,40, United-States,1
"(46.0, 51.0]", State-gov,"(13.0, 16.0]", Divorced, Prof-specialty,0,0,40, United-States,1
"(42.0, 46.0]", Self-emp-not-inc,"(0.999, 9.0]", Divorced, Transport-moving,0,0,60, United-States,0
"(31.0, 35.0]", Local-gov,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(9.0, 10.0]", Divorced, Craft-repair,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,2407,0,40, United-States,0
"(46.0, 51.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,40, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Adm-clerical,0,0,40, United-States,0
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,48, United-States,1
"(31.0, 35.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,15024,0,40, United-States,1
"(35.0, 38.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Prof-specialty,0,0,44, United-States,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Sales,0,0,60, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,1
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,60, United-States,1
"(57.0, 90.0]", Self-emp-inc,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,60, United-States,1
"(42.0, 46.0]", Self-emp-inc,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(46.0, 51.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Adm-clerical,0,1902,50, United-States,1
"(57.0, 90.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,8, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Widowed, Exec-managerial,0,0,20, United-States,0
"(57.0, 90.0]", Private,"(10.0, 13.0]", Widowed, Adm-clerical,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Never-married, Craft-repair,0,0,50, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,45, United-States,0
"(46.0, 51.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Machine-op-inspct,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Never-married, Exec-managerial,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Prof-specialty,0,0,10, United-States,0
"(42.0, 46.0]", State-gov,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,1977,40, China,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,35, Mexico,0
"(51.0, 57.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,45, United-States,1
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,0,45, United-States,0
"(42.0, 46.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Craft-repair,0,0,50, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Divorced, Sales,8614,0,48, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-spouse-absent, Handlers-cleaners,0,0,40, Guatemala,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Never-married, Adm-clerical,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,50, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,37, United-States,0
"(46.0, 51.0]", Local-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,0
"(42.0, 46.0]", Self-emp-inc,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(31.0, 35.0]", Self-emp-not-inc,"(10.0, 13.0]", Divorced, Sales,0,0,60, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Exec-managerial,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,60, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(46.0, 51.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Never-married, Adm-clerical,0,0,60, United-States,0
"(46.0, 51.0]", Self-emp-inc,"(13.0, 16.0]", Divorced, Prof-specialty,27828,0,50, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Sales,10605,0,40, United-States,1
"(38.0, 42.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Transport-moving,0,0,40, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Protective-serv,0,0,13, United-States,0
"(35.0, 38.0]", Self-emp-not-inc,"(0.999, 9.0]", Never-married, Transport-moving,0,0,40, United-States,0
"(31.0, 35.0]", State-gov,"(13.0, 16.0]", Never-married, Prof-specialty,0,0,30, Japan,0
"(46.0, 51.0]", Local-gov,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(51.0, 57.0]", Private,"(9.0, 10.0]", Divorced, Transport-moving,0,0,40, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(31.0, 35.0]", Federal-gov,"(9.0, 10.0]", Never-married, Exec-managerial,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Handlers-cleaners,0,0,40, Mexico,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Transport-moving,0,0,60, United-States,0
"(42.0, 46.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,0,1672,40, United-States,0
"(51.0, 57.0]", Self-emp-inc,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,40, Cuba,0
"(57.0, 90.0]", Local-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,49, Mexico,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,30, Canada,0
"(57.0, 90.0]", Self-emp-not-inc,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,30, United-States,1
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Handlers-cleaners,0,0,24, United-States,0
"(38.0, 42.0]", Self-emp-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,1977,50, United-States,1
"(46.0, 51.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,50, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,45, United-States,0
"(51.0, 57.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Machine-op-inspct,0,0,45, United-States,0
"(42.0, 46.0]", Federal-gov,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,1977,40, United-States,1
"(46.0, 51.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Prof-specialty,0,0,35, United-States,1
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Never-married, Transport-moving,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Separated, Farming-fishing,0,0,45, Mexico,0
"(31.0, 35.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,48, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,7298,0,50, United-States,1
"(51.0, 57.0]", Local-gov,"(10.0, 13.0]", Married-civ-spouse, Prof-specialty,0,1902,40, United-States,1
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,594,0,40, United-States,0
"(16.999, 23.0]", State-gov,"(9.0, 10.0]", Never-married, Other-service,0,0,10, United-States,0
"(23.0, 27.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(23.0, 27.0]", State-gov,"(9.0, 10.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(42.0, 46.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(38.0, 42.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Transport-moving,0,0,43, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,45, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,45, United-States,1
"(42.0, 46.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(31.0, 35.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-spouse-absent, Craft-repair,0,0,40, Mexico,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Handlers-cleaners,0,0,40, United-States,0
"(31.0, 35.0]", Local-gov,"(9.0, 10.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Prof-specialty,0,0,15, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,20, United-States,0
"(57.0, 90.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,50, United-States,1
"(46.0, 51.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,40, United-States,1
"(42.0, 46.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(10.0, 13.0]", Divorced, Protective-serv,0,0,45, United-States,0
"(51.0, 57.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,98, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(23.0, 27.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,7298,0,40, United-States,1
"(51.0, 57.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,55, United-States,0
"(42.0, 46.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,10, United-States,0
"(35.0, 38.0]", Private,"(9.0, 10.0]", Divorced, Craft-repair,0,0,58, Poland,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,60, United-States,0
"(38.0, 42.0]", Self-emp-inc,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,99999,0,65, United-States,1
"(42.0, 46.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Protective-serv,0,0,40, United-States,1
"(35.0, 38.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,2580,0,60, United-States,0
"(46.0, 51.0]", State-gov,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,47, United-States,1
"(57.0, 90.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(51.0, 57.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,60, United-States,0
"(57.0, 90.0]", Private,"(9.0, 10.0]", Never-married, Other-service,0,0,35, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-spouse-absent, Craft-repair,0,0,20, United-States,0
"(51.0, 57.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,1672,45, United-States,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Craft-repair,0,0,40, United-States,0
"(42.0, 46.0]", Self-emp-inc,"(9.0, 10.0]", Married-civ-spouse, Sales,0,0,50, United-States,1
"(51.0, 57.0]", Private,"(10.0, 13.0]", Married-spouse-absent, Other-service,0,0,50, United-States,0
"(16.999, 23.0]", Private,"(9.0, 10.0]", Never-married, Machine-op-inspct,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,18, United-States,0
"(38.0, 42.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Transport-moving,0,0,40, Poland,0
"(27.0, 31.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Exec-managerial,0,0,55, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Never-married, Prof-specialty,0,0,45, United-States,0
"(31.0, 35.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Sales,0,0,40, United-States,0
"(31.0, 35.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Sales,0,0,40, Puerto-Rico,0
"(42.0, 46.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Prof-specialty,0,0,60, United-States,0
"(46.0, 51.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,3103,0,40, United-States,1
"(31.0, 35.0]", Private,"(0.999, 9.0]", Never-married, Other-service,0,0,40, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Sales,0,0,30, United-States,0
"(57.0, 90.0]", Self-emp-not-inc,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Divorced, Craft-repair,0,0,50, United-States,0
"(51.0, 57.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Widowed, Craft-repair,0,0,40, United-States,0
"(23.0, 27.0]", Private,"(10.0, 13.0]", Never-married, Handlers-cleaners,0,0,20, United-States,0
"(38.0, 42.0]", Federal-gov,"(9.0, 10.0]", Never-married, Protective-serv,0,0,40, United-States,0
"(38.0, 42.0]", State-gov,"(10.0, 13.0]", Married-civ-spouse, Other-service,0,0,30, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,55, United-States,1
"(57.0, 90.0]", Private,"(0.999, 9.0]", Never-married, Transport-moving,0,0,40, Canada,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,1628,60, United-States,0
"(27.0, 31.0]", Private,"(9.0, 10.0]", Never-married, Exec-managerial,2174,0,55, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,0,0,40, United-States,0
"(38.0, 42.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Machine-op-inspct,4386,0,48, United-States,1
"(27.0, 31.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,0
"(46.0, 51.0]", Private,"(13.0, 16.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(9.0, 10.0]", Married-civ-spouse, Craft-repair,0,0,49, United-States,0
"(31.0, 35.0]", Local-gov,"(0.999, 9.0]", Married-civ-spouse, Other-service,0,0,41, United-States,0
"(23.0, 27.0]", Private,"(13.0, 16.0]", Never-married, Sales,0,0,40, United-States,0
"(27.0, 31.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,40, United-States,1
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Prof-specialty,0,0,30, United-States,0
"(38.0, 42.0]", Federal-gov,"(0.999, 9.0]", Married-civ-spouse, Adm-clerical,5178,0,40, United-States,1
"(46.0, 51.0]", Local-gov,"(9.0, 10.0]", Married-civ-spouse, Handlers-cleaners,7298,0,40, United-States,1
"(57.0, 90.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,0,0,50, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(0.999, 9.0]", Married-civ-spouse, Farming-fishing,7688,0,40, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Craft-repair,0,0,35, United-States,0
"(16.999, 23.0]", Private,"(0.999, 9.0]", Never-married, Sales,0,0,55, United-States,0
"(35.0, 38.0]", Private,"(10.0, 13.0]", Married-civ-spouse, Exec-managerial,0,0,50, United-States,1
"(16.999, 23.0]", Private,"(10.0, 13.0]", Never-married, Sales,0,0,20, United-States,0
"(38.0, 42.0]", Self-emp-not-inc,"(9.0, 10.0]", Married-civ-spouse, Exec-managerial,0,0,40, United-States,1
"(23.0, 27.0]", Private,"(0.999, 9.0]", Married-civ-spouse, Sales,0,0,26, United-States,1
